"OEM","Slice","GroundTruth","ExpectedCategory","ExpectedSystem","GoodTokens","CorrectClass","FailReason","Total","FirstDesc","FirstBrand","FirstCategory","AftermarketCount","OEMNumbersCount","HasSupersession","ReplTotal","ElapsedS","IsTimeout"
"91101-R5120","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.2","False"
"99910-P4100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.85","False"
"87610-AT390","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.27","False"
"92401-AT010","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Front Right)","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","3.18","False"
"25310-L3300","real_hk_seeded","exists","Radiator","Cooling","radiator","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Radiator, engine cooling","Hyundai / KIA","Cooling / Radiator","0","0","False","0","4.42","False"
"54650-R5000","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","3.14","False"
"58101-P2A05","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","8.96","False"
"87610-AO000","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.17","False"
"58411-J5000","real_hk_seeded","exists","Brake Disc - Rear","Brakes","brake,disc,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","10","Brake Disc","Hyundai / KIA","Brakes / Brake Disc","0","0","False","0","10.55","False"
"82241-H8000","real_hk_coarse","exists","Glass / Windshield","Body","glass,windshield","FP","WRONG-PART: expected 'glass,windshield' but got 'W/STRIP - FRDRBELTI'","1","W/STRIP - FRDRBELTI","Hyundai / KIA","Body / Glass / Windshield","0","0","False","0","2.24","False"
"09501-C9140","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.85","False"
"26300-2MHA5","real_hk_seeded","exists","Oil Filter","Engine","oil,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Oil Filter","Hyundai / KIA","Engine / Oil Filter","0","0","False","0","3.15","False"
"58101-J9A15","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","2.61","False"
"92101-AT150","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.15","False"
"87610-R0570","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","3.48","False"
"92101-S9550","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.49","False"
"87610-1F101","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","2","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","2.22","False"
"92102-G5540","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'LAMP ASSY - HEAD,RH'","2","LAMP ASSY - HEAD,RH","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.41","False"
"39210-2M330","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor'","2","Lambda Sensor","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","10.87","False"
"87610-M7071","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","5.01","False"
"64736-GI000","real_hk_coarse","exists","Front Body / Hood","Body","front,body,hood","FP","WRONG-PART: expected 'front,body,hood' but got 'REINF ASSY - FR S/MBR INR FR,LH'","1","REINF ASSY - FR S/MBR INR FR,LH","Hyundai / KIA","Body / Front Body / Hood","0","0","False","0","2.21","False"
"99316-CV200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"54650-CH200","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","4.18","False"
"80610-R5500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"92101-CV020","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Headlight (Front Left) for Hyundai Staria (2021+)","Hyundai","Electrical / Headlight Assembly","0","0","False","0","4.27","False"
"25100-3L100","real_hk_seeded","exists","Water Pump","Cooling","water,pump","FP","WRONG-PART: expected 'water,pump' but got 'PUMP ASSY - COOLANT'","2","PUMP ASSY - COOLANT","Hyundai / KIA","Engine / Fuel Pump","0","0","False","0","3.19","False"
"92102-G5600","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight (Passenger)'","1","Headlight (Passenger)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","5.13","False"
"64587-P1000","real_hk_coarse","exists","Front Body / Hood","Body","front,body,hood","FP","WRONG-PART: expected 'front,body,hood' but got 'BRACKET ASSY - FENDER &amp; BPR MTG'","1","BRACKET ASSY - FENDER &amp; BPR MTG","Hyundai / KIA","Body / Front Body / Hood","0","0","False","0","2.33","False"
"11251-06206","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"82460-S9510","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Electric Motor, window regulator","Hyundai / KIA"," / Electric Motor, window regulator","0","0","False","0","3.28","False"
"92101-P1080","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight for Kia Sportage (2021+)'","1","Headlight for Kia Sportage (2021+)","Kia","Electrical / Headlight Assembly","0","0","False","0","5.17","False"
"92102-K0520","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.22","False"
"22416-2S000","real_hk_coarse","exists","Engine Mounting","Engine","engine,mounting","FP","WRONG-PART: expected 'engine,mounting' but got 'Alternator for Hyundai Tucson (2010-2015)'","2","Alternator for Hyundai Tucson (2010-2015)","Hyundai","/ Alternator","0","0","False","0","3.15","False"
"99150-Q5500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.84","False"
"87610-F6163","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.21","False"
"92402-K0610","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.22","False"
"82460-L3010","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Electric Motor, window regulator (Front Right)","Hyundai / KIA"," / Electric Motor, window regulator","0","0","False","0","4.43","False"
"25100-2T010","real_hk_seeded","exists","Water Pump","Cooling","water,pump","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Water Pump (Front Right) for Kia Optima (2010-2015)","Kia","Cooling / Water Pump","0","0","False","0","2.14","False"
"87610-J5AT0","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","5.8","False"
"58302-AOA00","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","4.34","False"
"92102-2T500","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight (Rear) for Kia Optima (2010-2015)'","2","Headlight (Rear) for Kia Optima (2010-2015)","Kia","Electrical / Headlight Assembly","0","0","False","0","4.37","False"
"25442-K4500","real_hk_coarse","exists","Fuel System","Engine","fuel,system","FP","WRONG-PART: expected 'fuel,system' but got 'PIPE'","1","PIPE","Hyundai / KIA","Engine / Fuel System","0","0","False","0","2.14","False"
"17925-04040","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"92101-R5220","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.19","False"
"39210-3L010","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor (Front Right)'","2","Lambda Sensor (Front Right)","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","3.05","False"
"58302-M6A60","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","2.4","False"
"92401-H9000","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","3.14","False"
"87610-P1180","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror for Kia Sportage (2021+)'","1","Outside Mirror for Kia Sportage (2021+)","Kia","/ Outside Mirror","0","0","False","0","5.13","False"
"54650-L0800","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","5.39","False"
"66321-DW000","real_hk_coarse","exists","Rear Body / Trunk","Body","rear,body,trunk","FP","WRONG-PART: expected 'rear,body,trunk' but got 'Wing'","1","Wing","Hyundai / KIA","/ Wing","0","0","False","0","3.29","False"
"77003-L3000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"25100-3N400","real_hk_seeded","exists","Water Pump","Cooling","water,pump","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Water Pump","Hyundai / KIA","Cooling / Water Pump","0","0","False","0","3.21","False"
"54650-DW300","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","4.23","False"
"26350-2S000","real_hk_seeded","exists","Oil Filter","Engine","oil,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Engine Oil Filter (V6) for Hyundai Tucson (2010-2015)","Hyundai","Engine / Oil Filter","0","0","False","0","3.25","False"
"92101-P1191","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight for Kia Sportage (2021+)'","1","Headlight for Kia Sportage (2021+)","Kia","Electrical / Headlight Assembly","0","0","False","0","4.2","False"
"93360-P1300","real_hk_coarse","exists","Lighting - Interior","Electrical","lighting,interior","FN","no results","0","","","","0","0","False","0","4.2","False"
"09375-GI800","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.9","False"
"54650-J5010","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Shock Absorber (Front Right)","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","3.16","False"
"58411-L0000","real_hk_seeded","exists","Brake Disc - Rear","Brakes","brake,disc,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","REAR DISC BRAKE ROTOR HYUNDAI","","Brakes / Rear Brake Caliper","0","0","False","0","2.25","False"
"92402-S9500","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Rear)","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","3.51","False"
"58101-1UA20","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","4.19","False"
"58302-J5A00","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","15","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","10.94","False"
"87610-R5050","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","3.33","False"
"82460-P2000","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Electric Motor, window regulator","Hyundai / KIA"," / Electric Motor, window regulator","0","0","False","0","3.27","False"
"86585-CV000","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'HOLDER - FR ULTRASONIC SIDE,LH'","2","HOLDER - FR ULTRASONIC SIDE,LH","Hyundai / KIA","Body / Mirrors","0","0","False","0","2.21","False"
"99960-F6200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.47","False"
"87610-H9780","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.45","False"
