"OEM","Slice","GroundTruth","ExpectedCategory","ExpectedSystem","GoodTokens","CorrectClass","FailReason","Total","FirstDesc","FirstBrand","FirstCategory","AftermarketCount","OEMNumbersCount","HasSupersession","ReplTotal","ElapsedS","IsTimeout"
"89465-33020","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Lambda Sensor (Front Left)'","20","Lambda Sensor (Front Left)","Hyundai / KIA","Electrical / Oxygen Sensor","3","3","False","6","10.96","False"
"99220-J5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.8","False"
"99155-M6600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.73","False"
"05203-CV400","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"09430-2C100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.77","False"
"77004-R5011","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.79","False"
"89422-33020","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Sensor, coolant temperature (Front Left)'","14","Sensor, coolant temperature (Front Left)","Hyundai / KIA"," / Sensor, coolant temperature","2","2","False","4","10.9","False"
"00018-ADUP8","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"05203-J5510","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.92","False"
"09501-C9190","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.45","False"
"99250-CV010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.74","False"
"99240-R0050","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.73","False"
"48815-30070","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Stabiliser Mounting'","3","Stabiliser Mounting","Hyundai / KIA","/ Stabiliser Mounting","0","0","False","0","10.79","False"
"20910-2SA02","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.48","False"
"99241-K0500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.73","False"
"99140-L3120","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.76","False"
"99910-L3100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.57","False"
"09375-GI900","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"26350-2J001","real_hk_seeded","exists","Oil Filter","Engine","oil,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Engine Oil Filter (V6)","Hyundai / KIA","Engine / Oil Filter","0","0","False","0","15.81","True"
"92101-G5540","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'DRIVER SIDE HEADLIGHT ASSEMBLY'","1","DRIVER SIDE HEADLIGHT ASSEMBLY","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","5.17","False"
"58411-J5500","real_hk_seeded","exists","Brake Disc - Rear","Brakes","brake,disc,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","8","Brake Disc (Rear)","Hyundai / KIA","Brakes / Brake Disc","0","0","False","0","10.77","False"
"28795-M6500","real_hk_coarse","exists","Exhaust Manifold","Exhaust","exhaust,manifold","FP","WRONG-PART: expected 'exhaust,manifold' but got 'Wiper Blade (Rear)'","2","Wiper Blade (Rear)","Hyundai / KIA","/ Wiper Blade","0","0","False","0","2.26","False"
"99157-K0500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"11276-06161","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.77","False"
"42951-3D410","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.76","False"
"99216-S9150","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"99240-J5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.74","False"
"80292-SDA-A01","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Filter, interior air'","19","Filter, interior air","HONDA","","0","0","False","0","22.74","True"
"99150-L3100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.78","False"
"42952-4G080","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"99145-K0500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.74","False"
"99140-K0500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.91","False"
"99910-CH330","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"20920-2SA02","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.85","False"
"77003-R5011","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"48619-30040","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Rolling Bearing, suspension strut support mounting (Rear Left)'","1","Rolling Bearing, suspension strut support mounting (Rear Left)","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","13.37","False"
"77121-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.48","False"
"09375-K4102","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"09314-L1100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.47","False"
"15732-12003","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.58","False"
"77980-P1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"09474-4E300","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.9","False"
"09430-G2200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.73","False"
"82460-2T010","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Electric Motor, window regulator (Front Right) for Kia Optima (2010-2015)","Kia"," / Electric Motor, window regulator","0","0","False","0","15.8","True"
"97134-AO010","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","FP","WRONG-PART: expected 'cabin,air,filter' but got 'HEATER &AMP; EVAPORATOR CASE'","1","HEATER &AMP; EVAPORATOR CASE","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","4.14","False"
"58101-P0A11","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","2.52","False"
"98610-CV600","real_hk_coarse","exists","Wiper System","Maintenance","wiper,system","FP","WRONG-PART: expected 'wiper,system' but got 'Washer Fluid Tank, window cleaning (Passenger) for Hyundai Staria (2021+)'","2","Washer Fluid Tank, window cleaning (Passenger) for Hyundai Staria (2021+)","Hyundai"," / Washer Fluid Tank, window cleaning","0","0","False","0","2.28","False"
"80310-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.44","False"
"17379-20834","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"05203-R0420","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"99240-CV010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.69","False"
"99150-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"05203-H9210","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.64","False"
"17925-04200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.46","False"
"99240-P1200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"09527-AL300","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.89","False"
"05203-R5410","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.79","False"
"99140-L3000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.77","False"
"99120-CV100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.82","False"
"99240-P1250","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.7","False"
"20910-2SH02","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.78","False"
"20920-08S00","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.77","False"
"10144-06203","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.79","False"
"99216-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.66","False"
"77121-L2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.79","False"
"54650-Q5UD0","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","16.86","True"
"80660-P1050","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"77980-L2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.07","False"
"12291-05123","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.09","False"
"99220-CV010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.71","False"
"09149-N9000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.73","False"
"80610-P1550","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"09110-J5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.76","False"
"80610-AT950","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"80100-K0600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.82","False"
"12345","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Engine Mounting'","5","Engine Mounting","FEBI BILSTEIN","","0","0","False","0","12.1","False"
"99240-L3000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.72","False"
"99120-AO000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.47","False"
"09501-C9100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"99157-J6000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.56","False"
"80420-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"77003-H9100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.58","False"
"09200-L1200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"99120-S9050","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"17925-04014","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.47","False"
"99110-J5600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.79","False"
"11403-10203","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.69","False"
"12492-04089","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.01","False"
"42700-2N000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"09430-2C800","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.91","False"
"77925-T1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"99240-F6010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.56","False"
"99246-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.58","False"
"77915-T1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.62","False"
"09149-F6900","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.57","False"
"77513-K0000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"99910-CV070","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.9","False"
"09430-A5200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"09474-4E100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.89","False"
"79230-F6000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.91","False"
"99140-R0010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.71","False"
"42620-4G601","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"99110-P4000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.59","False"
"80420-K0000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"80620-P1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.47","False"
"99150-R0010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.56","False"
"09171-R0000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.45","False"
"80410-DW000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.02","False"
"77910-T1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.42","False"
"34-11-6-799-964","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Brake Pad Set, disc brake'","15","Brake Pad Set, disc brake","DELPHI","","1","1","False","2","10.99","False"
"99147-J6000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.07","False"
"05203-AT220","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.97","False"
"80420-R0500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.76","False"
"99240-CV510","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"00344-ADU01","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.59","False"
"99211-J5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.06","False"
"79283-H9010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"F2GZ-9601-A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Filter, interior air'","10","Filter, interior air","KAVO PARTS","","3","1","False","4","13.31","False"
"77111-R0000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.76","False"
"77990-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.7","False"
"99220-P1100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.76","False"
"09501-C9230","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.44","False"
"09127-4D100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.9","False"
"99250-CV020","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"09351-C3700","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.98","False"
"99910-DW100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"42951-4G190","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.46","False"
"09149-P4100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.63","False"
"99150-K0600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"87610-S9570","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","11.01","False"
"92102-Q5130","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FN","HTTP 0","0","","","","0","0","False","0","0.4","False"
"31071-R0520","real_hk_coarse","exists","Front Differential","Drivetrain","front,differential","FN","no results","0","","","","0","0","False","0","3.25","False"
"99250-L2100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.69","False"
"82460-DW010","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","FRONT POWER WINDOW MOTOR ASSEMBLY","Hyundai / KIA","Body / Glass / Windshield","0","0","False","0","3.92","False"
"54650-AT600","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber (Passenger)","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","5.22","False"
"92401-F6520","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.66","False"
"45637-4G118","real_hk_coarse","exists","Manual Transmission","Transmission","manual,transmission","FP","WRONG-PART: expected 'manual,transmission' but got 'PLATE - LOW &amp; REVERSE BRAKE'","1","PLATE - LOW &amp; REVERSE BRAKE","Hyundai / KIA","Transmission / Manual Transmission","0","0","False","0","2.18","False"
"09127-2K000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"77920-T1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.46","False"
"99240-F6500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.6","False"
"42952-2D040","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"77523-K0000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"80410-R0500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"99140-Q5500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.48","False"
"MAHLE OC205","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Oil Filter'","2","Oil Filter","MAHLE","","1","1","False","2","15.76","True"
"14168-0802B","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.57","False"
"MANN W811/80","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Oil Filter'","1","Oil Filter","MANN-FILTER","","50","1","False","51","22.53","True"
"42952-2N050","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"AIR FILTER","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Fuel filter'","10","Fuel filter","MAHLE","","3","1","False","4","12.45","False"
"99240-L3500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.59","False"
"05203-P1430","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"77980-AT000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.77","False"
"00144-ADU01","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"99110-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.58","False"
"99230-F6500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.46","False"
"99220-L2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.45","False"
"09110-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.46","False"
"99211-K0100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1","False"
"99211-J5500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"09130-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"09214-L1100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"11408-08181","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.04","False"
"09430-C1230","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.01","False"
"15716-17121","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.61","False"
"42910-4G500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"80620-L3010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"BOSCH F026400119","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Air Filter'","10","Air Filter","BOSCH","","1","1","False","2","18.7","True"
"OIL FILTER","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Fuel filter'","10","Fuel filter","MAHLE","","3","1","False","4","15.04","True"
"99240-AT300","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"12345-6789","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Shock Absorber'","10","Shock Absorber","KONI","","1","1","False","2","12.92","False"
"92401-K0610","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","FP","WRONG-PART: expected 'tail,light,rear,left' but got 'REAR COMBINATION LAMP ASSEMBLY'","1","REAR COMBINATION LAMP ASSEMBLY","Hyundai / KIA","Electrical / Tail Light Assembly","0","0","False","0","5.12","False"
"87610-P4111","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'PART'","1","PART","Hyundai / KIA","Body / Mouldings & Trim","0","0","False","0","8.32","False"
"54650-D9250","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 2 replacements (AM=1 OEMxRef=1 sup=False)","10","Shock Absorber","BILSTEIN","","1","1","False","2","10.82","False"
"58302-P2A30","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 2 replacements (AM=2 OEMxRef=0 sup=False)","2","PAD KIT - REAR DISC BRAKE","Hyundai / KIA","Brakes / Rear Brake / Drum","2","0","False","2","2.21","False"
"28600-CH550","real_hk_coarse","exists","Exhaust System","Exhaust","exhaust,system","FP","WRONG-PART: expected 'exhaust,system' but got 'Exhaust Pipe'","1","Exhaust Pipe","Hyundai / KIA","/ Exhaust Pipe","0","0","False","0","3.17","False"
"80200-P2100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.8","False"
"99250-S9600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.66","False"
"79390-H8000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.66","False"
"09130-CH000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.81","False"
"09375-GI700","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.77","False"
"05203-M7560","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.6","False"
"05203-J5620","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.44","False"
"80640-S9000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"99216-J5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.45","False"
"79210-H9000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.57","False"
"99210-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"05203-DW420","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.61","False"
"99220-R0050","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"06J-115-403-Q","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Oil Filter'","17","Oil Filter","SCT - MANNOL","","2","1","False","3","12.4","False"
"99130-AO000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.7","False"
"LF01-10-155A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Clutch Kit'","2","Clutch Kit","AISIN","","1","1","False","2","5.02","False"
"05203-R5220","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.78","False"
"99211-H8010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"PE02-15-100","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Clutch Release Bearing'","3","Clutch Release Bearing","ASHIKA","","1","1","False","2","18.49","True"
"99211-P1010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.58","False"
"99216-K0500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"99810-AO000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.89","False"
"80100-Q5600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"99240-P2100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.45","False"
"99211-Q4500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.93","False"
"99140-P2100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.45","False"
